[2021-01-16 00:45:06.875172 +08:00] INFO [ntex::web::middleware::logger] /root/.cargo/registry/src/mirrors.sjtug.sjtu.edu.cn-7a04d2510079875b/ntex-0.1.21/src/web/middleware/logger.rs:250: 138.246.253.24:49848 "HEAD / HTTP/1.1" 200 4052 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.85 Safari/537.36" 0.000367
[2021-01-16 00:48:59.019465 +08:00] INFO [ntex::web::middleware::logger] /root/.cargo/registry/src/mirrors.sjtug.sjtu.edu.cn-7a04d2510079875b/ntex-0.1.21/src/web/middleware/logger.rs:250: 36.47.130.26:15313 "GET / HTTP/2.0" 200 4052 "-" "Mozilla/5.0 (Linux; Android 7.1.1; 15 Build/NGI77B; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/77.0.3865.120 MQQBrowser/6.2 TBS/045511 Mobile Safari/537.36 MMWEBID/6061 MicroMessenger/7.0.22.1820(0x2700163B) Process/tools WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64" 0.000316
[2021-01-16 00:48:59.152489 +08:00] INFO [ntex::web::middleware::logger] /root/.cargo/registry/src/mirrors.sjtug.sjtu.edu.cn-7a04d2510079875b/ntex-0.1.21/src/web/middleware/logger.rs:250: 36.47.130.26:15313 "GET /css/jeu.css HTTP/2.0" 200 3026 "https://archimboldi.xyz/" "Mozilla/5.0 (Linux; Android 7.1.1; 15 Build/NGI77B; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/77.0.3865.120 MQQBrowser/6.2 TBS/045511 Mobile Safari/537.36 MMWEBID/6061 MicroMessenger/7.0.22.1820(0x2700163B) Process/tools WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64" 0.000371
[2021-01-16 00:48:59.155411 +08:00] INFO [ntex::web::middleware::logger] /root/.cargo/registry/src/mirrors.sjtug.sjtu.edu.cn-7a04d2510079875b/ntex-0.1.21/src/web/middleware/logger.rs:250: 36.47.130.26:15313 "GET /lib/axios.min.js HTTP/2.0" 200 13959 "https://archimboldi.xyz/" "Mozilla/5.0 (Linux; Android 7.1.1; 15 Build/NGI77B; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/77.0.3865.120 MQQBrowser/6.2 TBS/045511 Mobile Safari/537.36 MMWEBID/6061 MicroMessenger/7.0.22.1820(0x2700163B) Process/tools WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64" 0.000346
[2021-01-16 00:48:59.156291 +08:00] INFO [ntex::web::middleware::logger] /root/.cargo/registry/src/mirrors.sjtug.sjtu.edu.cn-7a04d2510079875b/ntex-0.1.21/src/web/middleware/logger.rs:250: 36.47.130.26:15313 "GET /images/star.png HTTP/2.0" 200 16929 "https://archimboldi.xyz/" "Mozilla/5.0 (Linux; Android 7.1.1; 15 Build/NGI77B; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/77.0.3865.120 MQQBrowser/6.2 TBS/045511 Mobile Safari/537.36 MMWEBID/6061 MicroMessenger/7.0.22.1820(0x2700163B) Process/tools WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64" 0.000295
[2021-01-16 00:48:59.163082 +08:00] INFO [ntex::web::middleware::logger] /root/.cargo/registry/src/mirrors.sjtug.sjtu.edu.cn-7a04d2510079875b/ntex-0.1.21/src/web/middleware/logger.rs:250: 36.47.130.26:15313 "GET /images/satellite.png HTTP/2.0" 200 6165 "https://archimboldi.xyz/" "Mozilla/5.0 (Linux; Android 7.1.1; 15 Build/NGI77B; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/77.0.3865.120 MQQBrowser/6.2 TBS/045511 Mobile Safari/537.36 MMWEBID/6061 MicroMessenger/7.0.22.1820(0x2700163B) Process/tools WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64" 0.000259
[2021-01-16 00:48:59.921286 +08:00] INFO [ntex::web::middleware::logger] /root/.cargo/registry/src/mirrors.sjtug.sjtu.edu.cn-7a04d2510079875b/ntex-0.1.21/src/web/middleware/logger.rs:250: 36.47.130.26:15313 "GET /images/fza.jpg HTTP/2.0" 200 174435 "https://archimboldi.xyz/css/jeu.css" "Mozilla/5.0 (Linux; Android 7.1.1; 15 Build/NGI77B; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/77.0.3865.120 MQQBrowser/6.2 TBS/045511 Mobile Safari/537.36 MMWEBID/6061 MicroMessenger/7.0.22.1820(0x2700163B) Process/tools WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64" 0.000977
[2021-01-16 00:48:59.929228 +08:00] INFO [ntex::web::middleware::logger] /root/.cargo/registry/src/mirrors.sjtug.sjtu.edu.cn-7a04d2510079875b/ntex-0.1.21/src/web/middleware/logger.rs:250: 36.47.130.26:15313 "GET /rush/b/13 HTTP/2.0" 200 1723 "https://archimboldi.xyz/" "Mozilla/5.0 (Linux; Android 7.1.1; 15 Build/NGI77B; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/77.0.3865.120 MQQBrowser/6.2 TBS/045511 Mobile Safari/537.36 MMWEBID/6061 MicroMessenger/7.0.22.1820(0x2700163B) Process/tools WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64" 0.005205
[2021-01-16 00:49:00.620773 +08:00] INFO [ntex::web::middleware::logger] /root/.cargo/registry/src/mirrors.sjtug.sjtu.edu.cn-7a04d2510079875b/ntex-0.1.21/src/web/middleware/logger.rs:250: 36.47.130.26:15313 "GET /images/doc13/Mojito.mp3 HTTP/2.0" 200 4515370 "https://archimboldi.xyz/" "Mozilla/5.0 (Linux; Android 7.1.1; 15 Build/NGI77B; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/77.0.3865.120 MQQBrowser/6.2 TBS/045511 Mobile Safari/537.36 MMWEBID/6061 MicroMessenger/7.0.22.1820(0x2700163B) Process/tools WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64" 0.018524
[2021-01-16 00:49:01.128652 +08:00] INFO [ntex::web::middleware::logger] /root/.cargo/registry/src/mirrors.sjtug.sjtu.edu.cn-7a04d2510079875b/ntex-0.1.21/src/web/middleware/logger.rs:250: 36.47.130.26:15313 "GET /images/favicon.png HTTP/2.0" 200 8799 "https://archimboldi.xyz/" "Mozilla/5.0 (Linux; Android 7.1.1; 15 Build/NGI77B; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/77.0.3865.120 MQQBrowser/6.2 TBS/045511 Mobile Safari/537.36 MMWEBID/6061 MicroMessenger/7.0.22.1820(0x2700163B) Process/tools WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64" 0.000330
[2021-01-16 00:52:04.628446 +08:00] INFO [ntex::web::middleware::logger] /root/.cargo/registry/src/mirrors.sjtug.sjtu.edu.cn-7a04d2510079875b/ntex-0.1.21/src/web/middleware/logger.rs:250: 36.47.130.26:15313 "GET /api/get HTTP/2.0" 200 1330 "https://archimboldi.xyz/" "Mozilla/5.0 (Linux; Android 7.1.1; 15 Build/NGI77B; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/77.0.3865.120 MQQBrowser/6.2 TBS/045511 Mobile Safari/537.36 MMWEBID/6061 MicroMessenger/7.0.22.1820(0x2700163B) Process/tools WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64" 0.001663
[2021-01-16 00:52:06.215074 +08:00] INFO [ntex::web::middleware::logger] /root/.cargo/registry/src/mirrors.sjtug.sjtu.edu.cn-7a04d2510079875b/ntex-0.1.21/src/web/middleware/logger.rs:250: 36.47.130.26:15313 "GET /rush/b/8 HTTP/2.0" 200 323 "https://archimboldi.xyz/" "Mozilla/5.0 (Linux; Android 7.1.1; 15 Build/NGI77B; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/77.0.3865.120 MQQBrowser/6.2 TBS/045511 Mobile Safari/537.36 MMWEBID/6061 MicroMessenger/7.0.22.1820(0x2700163B) Process/tools WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64" 0.000293
[2021-01-16 00:52:07.887606 +08:00] INFO [ntex::web::middleware::logger] /root/.cargo/registry/src/mirrors.sjtug.sjtu.edu.cn-7a04d2510079875b/ntex-0.1.21/src/web/middleware/logger.rs:250: 36.47.130.26:15313 "GET /api/get HTTP/2.0" 200 1330 "https://archimboldi.xyz/" "Mozilla/5.0 (Linux; Android 7.1.1; 15 Build/NGI77B; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/77.0.3865.120 MQQBrowser/6.2 TBS/045511 Mobile Safari/537.36 MMWEBID/6061 MicroMessenger/7.0.22.1820(0x2700163B) Process/tools WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64" 0.001359
[2021-01-16 00:52:07.958782 +08:00] INFO [ntex::web::middleware::logger] /root/.cargo/registry/src/mirrors.sjtug.sjtu.edu.cn-7a04d2510079875b/ntex-0.1.21/src/web/middleware/logger.rs:250: 36.47.130.26:15313 "GET /api/get HTTP/2.0" 200 1330 "https://archimboldi.xyz/" "Mozilla/5.0 (Linux; Android 7.1.1; 15 Build/NGI77B; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/77.0.3865.120 MQQBrowser/6.2 TBS/045511 Mobile Safari/537.36 MMWEBID/6061 MicroMessenger/7.0.22.1820(0x2700163B) Process/tools WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64" 0.001300
[2021-01-16 00:52:26.026500 +08:00] INFO [ntex::web::middleware::logger] /root/.cargo/registry/src/mirrors.sjtug.sjtu.edu.cn-7a04d2510079875b/ntex-0.1.21/src/web/middleware/logger.rs:250: 36.47.130.26:15313 "GET /rush/b/3 HTTP/2.0" 200 1405 "https://archimboldi.xyz/" "Mozilla/5.0 (Linux; Android 7.1.1; 15 Build/NGI77B; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/77.0.3865.120 MQQBrowser/6.2 TBS/045511 Mobile Safari/537.36 MMWEBID/6061 MicroMessenger/7.0.22.1820(0x2700163B) Process/tools WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64" 0.000299
[2021-01-16 00:52:26.208772 +08:00] INFO [ntex::web::middleware::logger] /root/.cargo/registry/src/mirrors.sjtug.sjtu.edu.cn-7a04d2510079875b/ntex-0.1.21/src/web/middleware/logger.rs:250: 36.47.130.26:15313 "GET /images/doc3/record_20200210_181720_934.mp3 HTTP/2.0" 200 1863585 "https://archimboldi.xyz/" "Mozilla/5.0 (Linux; Android 7.1.1; 15 Build/NGI77B; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/77.0.3865.120 MQQBrowser/6.2 TBS/045511 Mobile Safari/537.36 MMWEBID/6061 MicroMessenger/7.0.22.1820(0x2700163B) Process/tools WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64" 0.048591
[2021-01-16 00:55:39.798780 +08:00] INFO [ntex::web::middleware::logger] /root/.cargo/registry/src/mirrors.sjtug.sjtu.edu.cn-7a04d2510079875b/ntex-0.1.21/src/web/middleware/logger.rs:250: 36.47.130.26:15313 "GET /api/get HTTP/2.0" 200 1330 "https://archimboldi.xyz/" "Mozilla/5.0 (Linux; Android 7.1.1; 15 Build/NGI77B; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/77.0.3865.120 MQQBrowser/6.2 TBS/045511 Mobile Safari/537.36 MMWEBID/6061 MicroMessenger/7.0.22.1820(0x2700163B) Process/tools WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64" 0.001443
[2021-01-16 00:55:39.935609 +08:00] INFO [ntex::web::middleware::logger] /root/.cargo/registry/src/mirrors.sjtug.sjtu.edu.cn-7a04d2510079875b/ntex-0.1.21/src/web/middleware/logger.rs:250: 36.47.130.26:15313 "GET /api/get HTTP/2.0" 200 1330 "https://archimboldi.xyz/" "Mozilla/5.0 (Linux; Android 7.1.1; 15 Build/NGI77B; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/77.0.3865.120 MQQBrowser/6.2 TBS/045511 Mobile Safari/537.36 MMWEBID/6061 MicroMessenger/7.0.22.1820(0x2700163B) Process/tools WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64" 0.001417
